   Name
   O1
   Freq, degree/hour
   13.94304
   Amp (cm).
   15.800    15.400    15.100    14.700    14.200    13.700    13.200    12.800
   12.300    11.900    11.500    11.200    10.800    10.500    10.300    10.000
    9.900    15.900    15.500    15.100    14.700    14.300    13.800    13.300
   12.800    12.400    12.000    11.600    11.300    11.000    10.700    10.500
   10.300    10.100    16.000    15.600    15.200    14.800    14.400    13.900
   13.400    12.900    12.500    12.100    11.700    11.400    11.100    10.900
   10.700    10.500    10.400    16.200    15.800    15.400    15.000    14.500
   14.000    13.500    13.100    12.600    12.200    11.800    11.500    11.200
   11.000    10.900    10.700    10.600    16.400    16.100    15.800    15.300
   14.900    14.300    13.800    13.200    12.700    12.200    11.900    11.600
   11.400    11.200    11.000    10.900    10.800   -99.000   -99.000    15.900
   15.700    15.300    14.600    14.000    13.400    12.800    12.400    12.000
   11.700    11.500    11.300    11.200    11.100    11.000   -99.000   -99.000
  -99.000   -99.000    15.300    14.700    14.100    13.500    13.000    12.500
   12.100    11.900    11.600    11.500    11.400    11.300    11.200   -99.000
  -99.000   -99.000   -99.000   -99.000    14.800    14.100    13.600    13.100
   12.600    12.300    12.000    11.800    11.600    11.500    11.400    11.400
  -99.000   -99.000   -99.000   -99.000   -99.000    14.500    14.000    13.500
   13.100    12.700    12.400    12.100    11.900    11.800    11.700    11.600
   11.600   -99.000   -99.000   -99.000   -99.000   -99.000    14.200    13.800
   13.400    13.100    12.700    12.400    12.200    12.000    11.900    11.800
   11.800    11.700   -99.000   -99.000   -99.000   -99.000   -99.000    13.900
   13.700    13.300    13.000    12.700    12.500    12.300    12.100    12.000
   11.900    11.900    11.900   -99.000   -99.000   -99.000   -99.000   -99.000
   13.800    13.500    13.200    12.900    12.700    12.500    12.300    12.200
   12.100    12.000    12.000    12.000   -99.000   -99.000   -99.000   -99.000
  -99.000    13.600    13.400    13.100    12.900    12.600    12.500    12.300
   12.200    12.100    12.100    12.100    12.100   -99.000   -99.000   -99.000
  -99.000    13.500    13.400    13.200    12.900    12.700    12.500    12.400
   12.300    12.200    12.100    12.100    12.100    12.100   -99.000   -99.000
   13.400    13.400    13.300    13.100    12.900    12.700    12.500    12.400
   12.200    12.200    12.100    12.100    12.100    12.100    12.200   -99.000
