   Name
   M4
   Freq, degree/hour
   57.96822
   Amp (cm).
    3.900     4.500     4.900     5.300     5.400     5.400     5.400     5.300
    5.200     4.900     4.600     4.300     4.000     3.800     3.700     3.700
    3.600     5.600     6.200     6.400     6.600     6.400     6.300     6.000
    5.800     5.400     4.900     4.500     4.100     3.800     3.600     3.500
    3.500     3.600     7.700     8.000     8.100     7.900     7.600     7.100
    6.600     6.100     5.400     4.800     4.100     3.600     3.300     3.200
    3.200     3.300     3.500    10.000     9.800     9.600     9.200     8.600
    7.800     7.100     6.200     5.300     4.300     3.600     3.000     2.600
    2.500     2.700     3.100     3.600    11.500    11.100    10.800    10.300
    9.400     8.400     7.300     6.200     4.800     3.700     2.800     2.100
    1.700     1.800     2.400     3.100     3.900   -99.000   -99.000    11.500
   11.300    10.400     9.000     7.500     5.900     4.400     3.200     2.100
    1.200     0.800     1.500     2.500     3.400     4.400   -99.000   -99.000
  -99.000   -99.000    10.500     9.100     7.500     5.600     4.000     2.600
    1.500     0.500     0.700     1.900     3.000     4.200     5.300   -99.000
  -99.000   -99.000   -99.000   -99.000     8.600     7.000     5.200     3.700
    2.500     1.700     1.400     1.800     2.800     4.000     5.200     6.400
  -99.000   -99.000   -99.000   -99.000   -99.000     7.700     6.300     4.800
    3.700     2.800     2.400     2.500     3.100     4.000     5.200     6.400
    7.700   -99.000   -99.000   -99.000   -99.000   -99.000     6.600     5.700
    4.700     4.000     3.500     3.400     3.700     4.300     5.300     6.400
    7.700     9.000   -99.000   -99.000   -99.000   -99.000   -99.000     5.900
    5.400     4.900     4.500     4.200     4.300     4.800     5.500     6.500
    7.700     9.000    10.300   -99.000   -99.000   -99.000   -99.000   -99.000
    5.600     5.300     5.100     4.900     4.900     5.100     5.700     6.500
    7.600     8.900    10.300    11.700   -99.000   -99.000   -99.000   -99.000
  -99.000     5.300     5.200     5.200     5.200     5.400     5.800     6.500
    7.400     8.600    10.000    11.500    13.000   -99.000   -99.000   -99.000
  -99.000     4.800     5.000     5.100     5.200     5.400     5.700     6.300
    7.100     8.200     9.500    10.900    12.500    14.100   -99.000   -99.000
    4.100     4.500     4.600     4.800     4.900     5.100     5.400     5.900
    6.600     7.600     8.800    10.200    11.700    13.300    14.900   -99.000
  -99.000     3.900     4.200     4.300     4.500     4.700     4.900     5.300
    5.900     6.700     7.800     9.200    10.800    12.300    13.900    15.500
